device_id;section;temperature;created_at
9;pagi;0;"2025-06-02 08:00:00"
10;pagi;24.6;"2025-06-02 08:00:00"
1;sore;4.4;"2025-06-02 15:30:00"
2;sore;5.9;"2025-06-02 15:30:00"
3;sore;5.3;"2025-06-02 15:30:00"
4;sore;17.4;"2025-06-02 15:30:00"
5;sore;15.9;"2025-06-02 15:30:00"
6;sore;17.8;"2025-06-02 15:30:00"
7;sore;8.6;"2025-06-02 15:30:00"
8;sore;16.4;"2025-06-02 15:30:00"
9;sore;0;"2025-06-02 15:30:00"
10;sore;-23.8;"2025-06-02 15:30:00"
1;pagi;4.8;"2025-06-03 08:00:00"
2;pagi;5.5;"2025-06-03 08:00:00"
3;pagi;3;"2025-06-03 08:00:00"
4;pagi;16.8;"2025-06-03 08:00:00"
5;pagi;18.4;"2025-06-03 08:00:00"
6;pagi;19.5;"2025-06-03 08:00:00"
7;pagi;7.8;"2025-06-03 08:00:00"
8;pagi;18.4;"2025-06-03 08:00:00"
9;pagi;0;"2025-06-03 08:00:00"
10;pagi;24.1;"2025-06-03 08:00:00"
1;sore;5.1;"2025-06-03 15:30:00"
2;sore;6;"2025-06-03 15:30:00"
3;sore;5.4;"2025-06-03 15:30:00"
4;sore;17.6;"2025-06-03 15:30:00"
5;sore;16.7;"2025-06-03 15:30:00"
6;sore;17.2;"2025-06-03 15:30:00"
7;sore;9;"2025-06-03 15:30:00"
8;sore;16.2;"2025-06-03 15:30:00"
9;sore;0;"2025-06-03 15:30:00"
10;sore;-24.6;"2025-06-03 15:30:00"
1;pagi;4.7;"2025-06-04 08:00:00"
2;pagi;5.4;"2025-06-04 08:00:00"
3;pagi;4.5;"2025-06-04 08:00:00"
4;pagi;16.3;"2025-06-04 08:00:00"
5;pagi;18.9;"2025-06-04 08:00:00"
6;pagi;19.2;"2025-06-04 08:00:00"
7;pagi;7.9;"2025-06-04 08:00:00"
8;pagi;18.3;"2025-06-04 08:00:00"
9;pagi;0;"2025-06-04 08:00:00"
10;pagi;24.3;"2025-06-04 08:00:00"
1;sore;5.4;"2025-06-04 15:30:00"
2;sore;6.5;"2025-06-04 15:30:00"
3;sore;5.7;"2025-06-04 15:30:00"
4;sore;17.5;"2025-06-04 15:30:00"
5;sore;17.8;"2025-06-04 15:30:00"
6;sore;17.4;"2025-06-04 15:30:00"
7;sore;9.1;"2025-06-04 15:30:00"
8;sore;16.5;"2025-06-04 15:30:00"
9;sore;0;"2025-06-04 15:30:00"
10;sore;-24.6;"2025-06-04 15:30:00"
1;pagi;4.8;"2025-06-05 08:00:00"
2;pagi;4.7;"2025-06-05 08:00:00"
3;pagi;5.4;"2025-06-05 08:00:00"
4;pagi;16.4;"2025-06-05 08:00:00"
5;pagi;18.4;"2025-06-05 08:00:00"
6;pagi;19.3;"2025-06-05 08:00:00"
7;pagi;7.1;"2025-06-05 08:00:00"
8;pagi;18.6;"2025-06-05 08:00:00"
9;pagi;0;"2025-06-05 08:00:00"
10;pagi;24.6;"2025-06-05 08:00:00"
1;sore;5.5;"2025-06-05 15:30:00"
2;sore;4;"2025-06-05 15:30:00"
3;sore;5.8;"2025-06-05 15:30:00"
4;sore;17.4;"2025-06-05 15:30:00"
5;sore;17.4;"2025-06-05 15:30:00"
6;sore;17.8;"2025-06-05 15:30:00"
7;sore;8.1;"2025-06-05 15:30:00"
8;sore;16.4;"2025-06-05 15:30:00"
9;sore;0;"2025-06-05 15:30:00"
10;sore;-21.9;"2025-06-05 15:30:00"
1;pagi;4.9;"2025-06-06 08:00:00"
2;pagi;3.5;"2025-06-06 08:00:00"
3;pagi;5.6;"2025-06-06 08:00:00"
4;pagi;16.5;"2025-06-06 08:00:00"
5;pagi;18.4;"2025-06-06 08:00:00"
6;pagi;19.4;"2025-06-06 08:00:00"
7;pagi;9.1;"2025-06-06 08:00:00"
8;pagi;18.2;"2025-06-06 08:00:00"
9;pagi;0;"2025-06-06 08:00:00"
10;pagi;24.1;"2025-06-06 08:00:00"
1;sore;6;"2025-06-06 15:30:00"
2;sore;3.9;"2025-06-06 15:30:00"
3;sore;4.8;"2025-06-06 15:30:00"
4;sore;17.2;"2025-06-06 15:30:00"
5;sore;17.5;"2025-06-06 15:30:00"
6;sore;18;"2025-06-06 15:30:00"
7;sore;7.6;"2025-06-06 15:30:00"
8;sore;16.5;"2025-06-06 15:30:00"
9;sore;0;"2025-06-06 15:30:00"
10;sore;-22.4;"2025-06-06 15:30:00"
1;pagi;4.6;"2025-06-07 08:00:00"
2;pagi;3.4;"2025-06-07 08:00:00"
3;pagi;5.7;"2025-06-07 08:00:00"
4;pagi;16.5;"2025-06-07 08:00:00"
5;pagi;18.6;"2025-06-07 08:00:00"
6;pagi;19.2;"2025-06-07 08:00:00"
7;pagi;8.6;"2025-06-07 08:00:00"
8;pagi;18.2;"2025-06-07 08:00:00"
9;pagi;0;"2025-06-07 08:00:00"
10;pagi;23.4;"2025-06-07 08:00:00"
1;sore;3.9;"2025-06-07 15:30:00"
2;sore;5.1;"2025-06-07 15:30:00"
3;sore;4.9;"2025-06-07 15:30:00"
4;sore;17.1;"2025-06-07 15:30:00"
5;sore;17.7;"2025-06-07 15:30:00"
6;sore;18.1;"2025-06-07 15:30:00"
7;sore;7.7;"2025-06-07 15:30:00"
8;sore;17.1;"2025-06-07 15:30:00"
9;sore;0;"2025-06-07 15:30:00"
10;sore;-22.3;"2025-06-07 15:30:00"
1;pagi;4.5;"2025-06-08 08:00:00"
2;pagi;5.2;"2025-06-08 08:00:00"
3;pagi;5.9;"2025-06-08 08:00:00"
4;pagi;18.4;"2025-06-08 08:00:00"
5;pagi;18.4;"2025-06-08 08:00:00"
6;pagi;19.1;"2025-06-08 08:00:00"
7;pagi;8.4;"2025-06-08 08:00:00"
8;pagi;18.2;"2025-06-08 08:00:00"
9;pagi;0;"2025-06-08 08:00:00"
10;pagi;23.6;"2025-06-08 08:00:00"
1;sore;6.1;"2025-06-08 15:30:00"
2;sore;4.2;"2025-06-08 15:30:00"
3;sore;4.1;"2025-06-08 15:30:00"
4;sore;17.3;"2025-06-08 15:30:00"
5;sore;16;"2025-06-08 15:30:00"
6;sore;18.4;"2025-06-08 15:30:00"
7;sore;8;"2025-06-08 15:30:00"
8;sore;16.5;"2025-06-08 15:30:00"
9;sore;0;"2025-06-08 15:30:00"
10;sore;-20.8;"2025-06-08 15:30:00"
1;pagi;4.6;"2025-06-09 08:00:00"
2;pagi;4.1;"2025-06-09 08:00:00"
3;pagi;3.9;"2025-06-09 08:00:00"
4;pagi;17.9;"2025-06-09 08:00:00"
5;pagi;18.3;"2025-06-09 08:00:00"
6;pagi;19.4;"2025-06-09 08:00:00"
7;pagi;9.5;"2025-06-09 08:00:00"
8;pagi;18.4;"2025-06-09 08:00:00"
9;pagi;0;"2025-06-09 08:00:00"
10;pagi;23.4;"2025-06-09 08:00:00"
1;sore;4.9;"2025-06-09 15:30:00"
2;sore;4.7;"2025-06-09 15:30:00"
3;sore;3;"2025-06-09 15:30:00"
4;sore;17.4;"2025-06-09 15:30:00"
5;sore;16.9;"2025-06-09 15:30:00"
6;sore;17.6;"2025-06-09 15:30:00"
7;sore;8.6;"2025-06-09 15:30:00"
8;sore;16.8;"2025-06-09 15:30:00"
9;sore;0;"2025-06-09 15:30:00"
10;sore;-20.7;"2025-06-09 15:30:00"
1;pagi;4.8;"2025-06-10 08:00:00"
2;pagi;4.4;"2025-06-10 08:00:00"
3;pagi;3.9;"2025-06-10 08:00:00"
4;pagi;18.1;"2025-06-10 08:00:00"
5;pagi;17.4;"2025-06-10 08:00:00"
6;pagi;19.2;"2025-06-10 08:00:00"
7;pagi;9;"2025-06-10 08:00:00"
8;pagi;18.9;"2025-06-10 08:00:00"
9;pagi;0;"2025-06-10 08:00:00"
10;pagi;23.2;"2025-06-10 08:00:00"
1;sore;5.7;"2025-06-10 15:30:00"
2;sore;6.2;"2025-06-10 15:30:00"
3;sore;6;"2025-06-10 15:30:00"
4;sore;17.5;"2025-06-10 15:30:00"
5;sore;17.5;"2025-06-10 15:30:00"
6;sore;17.6;"2025-06-10 15:30:00"
7;sore;7.6;"2025-06-10 15:30:00"
8;sore;16.3;"2025-06-10 15:30:00"
9;sore;0;"2025-06-10 15:30:00"
10;sore;-20.8;"2025-06-10 15:30:00"
1;pagi;4.3;"2025-06-11 08:00:00"
2;pagi;5.5;"2025-06-11 08:00:00"
3;pagi;4.1;"2025-06-11 08:00:00"
4;pagi;17.4;"2025-06-11 08:00:00"
5;pagi;17.8;"2025-06-11 08:00:00"
6;pagi;19.3;"2025-06-11 08:00:00"
7;pagi;7.5;"2025-06-11 08:00:00"
8;pagi;18.4;"2025-06-11 08:00:00"
9;pagi;0;"2025-06-11 08:00:00"
10;pagi;23.1;"2025-06-11 08:00:00"
1;sore;4.7;"2025-06-11 15:30:00"
2;sore;4.5;"2025-06-11 15:30:00"
3;sore;6.5;"2025-06-11 15:30:00"
4;sore;17.4;"2025-06-11 15:30:00"
5;sore;17.2;"2025-06-11 15:30:00"
6;sore;17.2;"2025-06-11 15:30:00"
7;sore;6;"2025-06-11 15:30:00"
8;sore;16.9;"2025-06-11 15:30:00"
9;sore;0;"2025-06-11 15:30:00"
10;sore;-20.6;"2025-06-11 15:30:00"
1;pagi;4.8;"2025-06-12 08:00:00"
2;pagi;5;"2025-06-12 08:00:00"
3;pagi;3.8;"2025-06-12 08:00:00"
4;pagi;18.2;"2025-06-12 08:00:00"
5;pagi;17.6;"2025-06-12 08:00:00"
6;pagi;19.4;"2025-06-12 08:00:00"
7;pagi;8.1;"2025-06-12 08:00:00"
8;pagi;18.7;"2025-06-12 08:00:00"
9;pagi;0;"2025-06-12 08:00:00"
10;pagi;23.2;"2025-06-12 08:00:00"
1;sore;4.3;"2025-06-12 15:30:00"
2;sore;5.4;"2025-06-12 15:30:00"
3;sore;6.9;"2025-06-12 15:30:00"
4;sore;17.5;"2025-06-12 15:30:00"
5;sore;17.8;"2025-06-12 15:30:00"
6;sore;17.8;"2025-06-12 15:30:00"
7;sore;6;"2025-06-12 15:30:00"
8;sore;16.8;"2025-06-12 15:30:00"
9;sore;0;"2025-06-12 15:30:00"
10;sore;21.5;"2025-06-12 15:30:00"
1;pagi;4.8;"2025-06-13 08:00:00"
2;pagi;4;"2025-06-13 08:00:00"
3;pagi;3.6;"2025-06-13 08:00:00"
4;pagi;17.5;"2025-06-13 08:00:00"
5;pagi;17.5;"2025-06-13 08:00:00"
6;pagi;19.2;"2025-06-13 08:00:00"
7;pagi;7.4;"2025-06-13 08:00:00"
8;pagi;18.3;"2025-06-13 08:00:00"
9;pagi;0;"2025-06-13 08:00:00"
10;pagi;23.4;"2025-06-13 08:00:00"
1;sore;5.2;"2025-06-13 15:30:00"
2;sore;5;"2025-06-13 15:30:00"
3;sore;5.2;"2025-06-13 15:30:00"
4;sore;17.2;"2025-06-13 15:30:00"
5;sore;17.4;"2025-06-13 15:30:00"
6;sore;17.8;"2025-06-13 15:30:00"
7;sore;9;"2025-06-13 15:30:00"
8;sore;17.4;"2025-06-13 15:30:00"
9;sore;0;"2025-06-13 15:30:00"
10;sore;20.5;"2025-06-13 15:30:00"
1;pagi;4.6;"2025-06-14 08:00:00"
2;pagi;5;"2025-06-14 08:00:00"
3;pagi;5.1;"2025-06-14 08:00:00"
4;pagi;17.3;"2025-06-14 08:00:00"
5;pagi;16.7;"2025-06-14 08:00:00"
6;pagi;18.9;"2025-06-14 08:00:00"
7;pagi;7.4;"2025-06-14 08:00:00"
8;pagi;18.6;"2025-06-14 08:00:00"
9;pagi;0;"2025-06-14 08:00:00"
10;pagi;23.1;"2025-06-14 08:00:00"
1;sore;5.7;"2025-06-14 15:30:00"
2;sore;3;"2025-06-14 15:30:00"
3;sore;5.9;"2025-06-14 15:30:00"
4;sore;17.4;"2025-06-14 15:30:00"
5;sore;16.8;"2025-06-14 15:30:00"
6;sore;17.1;"2025-06-14 15:30:00"
7;sore;8.6;"2025-06-14 15:30:00"
8;sore;17.2;"2025-06-14 15:30:00"
9;sore;0;"2025-06-14 15:30:00"
10;sore;20.4;"2025-06-14 15:30:00"
1;pagi;4.7;"2025-06-15 08:00:00"
2;pagi;5.7;"2025-06-15 08:00:00"
3;pagi;5.5;"2025-06-15 08:00:00"
4;pagi;17.5;"2025-06-15 08:00:00"
5;pagi;16.9;"2025-06-15 08:00:00"
6;pagi;18.4;"2025-06-15 08:00:00"
7;pagi;9;"2025-06-15 08:00:00"
8;pagi;19;"2025-06-15 08:00:00"
9;pagi;0;"2025-06-15 08:00:00"
10;pagi;22.9;"2025-06-15 08:00:00"
1;sore;3.9;"2025-06-15 15:30:00"
2;sore;4;"2025-06-15 15:30:00"
3;sore;3.9;"2025-06-15 15:30:00"
4;sore;17.8;"2025-06-15 15:30:00"
5;sore;16.9;"2025-06-15 15:30:00"
6;sore;17.4;"2025-06-15 15:30:00"
7;sore;7.8;"2025-06-15 15:30:00"
8;sore;17;"2025-06-15 15:30:00"
9;sore;0;"2025-06-15 15:30:00"
10;sore;20.1;"2025-06-15 15:30:00"
1;pagi;4.8;"2025-06-16 08:00:00"
2;pagi;4.8;"2025-06-16 08:00:00"
3;pagi;5;"2025-06-16 08:00:00"
4;pagi;17.4;"2025-06-16 08:00:00"
5;pagi;16.8;"2025-06-16 08:00:00"
6;pagi;18.5;"2025-06-16 08:00:00"
7;pagi;8.7;"2025-06-16 08:00:00"
8;pagi;19.1;"2025-06-16 08:00:00"
9;pagi;0;"2025-06-16 08:00:00"
10;pagi;23.7;"2025-06-16 08:00:00"
1;sore;5.2;"2025-06-16 15:30:00"
2;sore;3.9;"2025-06-16 15:30:00"
3;sore;4.7;"2025-06-16 15:30:00"
4;sore;17.5;"2025-06-16 15:30:00"
5;sore;17.1;"2025-06-16 15:30:00"
6;sore;17.6;"2025-06-16 15:30:00"
7;sore;8.7;"2025-06-16 15:30:00"
8;sore;17.4;"2025-06-16 15:30:00"
9;sore;0;"2025-06-16 15:30:00"
10;sore;20.6;"2025-06-16 15:30:00"
1;pagi;4.6;"2025-06-17 08:00:00"
2;pagi;6;"2025-06-17 08:00:00"
3;pagi;4;"2025-06-17 08:00:00"
4;pagi;17.5;"2025-06-17 08:00:00"
5;pagi;17.4;"2025-06-17 08:00:00"
6;pagi;18.9;"2025-06-17 08:00:00"
7;pagi;9;"2025-06-17 08:00:00"
8;pagi;18.4;"2025-06-17 08:00:00"
9;pagi;0;"2025-06-17 08:00:00"
10;pagi;22.5;"2025-06-17 08:00:00"
1;sore;5.1;"2025-06-17 15:30:00"
2;sore;5.4;"2025-06-17 15:30:00"
3;sore;5.5;"2025-06-17 15:30:00"
4;sore;17.4;"2025-06-17 15:30:00"
5;sore;16.6;"2025-06-17 15:30:00"
6;sore;17.1;"2025-06-17 15:30:00"
7;sore;7.8;"2025-06-17 15:30:00"
8;sore;17.4;"2025-06-17 15:30:00"
9;sore;0;"2025-06-17 15:30:00"
10;sore;20.1;"2025-06-17 15:30:00"
1;pagi;4.5;"2025-06-18 08:00:00"
2;pagi;4;"2025-06-18 08:00:00"
3;pagi;5.3;"2025-06-18 08:00:00"
4;pagi;17.8;"2025-06-18 08:00:00"
5;pagi;17.5;"2025-06-18 08:00:00"
6;pagi;18.4;"2025-06-18 08:00:00"
7;pagi;9.1;"2025-06-18 08:00:00"
8;pagi;18.3;"2025-06-18 08:00:00"
9;pagi;0;"2025-06-18 08:00:00"
10;pagi;23.1;"2025-06-18 08:00:00"
1;sore;4.3;"2025-06-18 15:30:00"
2;sore;4.3;"2025-06-18 15:30:00"
3;sore;4.4;"2025-06-18 15:30:00"
4;sore;17.5;"2025-06-18 15:30:00"
5;sore;16.3;"2025-06-18 15:30:00"
6;sore;17.4;"2025-06-18 15:30:00"
7;sore;8.7;"2025-06-18 15:30:00"
8;sore;17.2;"2025-06-18 15:30:00"
9;sore;0;"2025-06-18 15:30:00"
10;sore;20.6;"2025-06-18 15:30:00"
1;pagi;4.8;"2025-06-19 08:00:00"
2;pagi;3;"2025-06-19 08:00:00"
3;pagi;3.6;"2025-06-19 08:00:00"
4;pagi;17.4;"2025-06-19 08:00:00"
5;pagi;17.5;"2025-06-19 08:00:00"
6;pagi;18.7;"2025-06-19 08:00:00"
7;pagi;6;"2025-06-19 08:00:00"
8;pagi;18.2;"2025-06-19 08:00:00"
9;pagi;0;"2025-06-19 08:00:00"
10;pagi;22.1;"2025-06-19 08:00:00"
1;sore;6.1;"2025-06-19 15:30:00"
2;sore;4.7;"2025-06-19 15:30:00"
3;sore;4;"2025-06-19 15:30:00"
4;sore;18.4;"2025-06-19 15:30:00"
5;sore;16.5;"2025-06-19 15:30:00"
6;sore;17.5;"2025-06-19 15:30:00"
7;sore;9;"2025-06-19 15:30:00"
8;sore;17.8;"2025-06-19 15:30:00"
9;sore;0;"2025-06-19 15:30:00"
10;sore;20.8;"2025-06-19 15:30:00"
1;pagi;4.7;"2025-06-20 08:00:00"
2;pagi;4.3;"2025-06-20 08:00:00"
3;pagi;4.9;"2025-06-20 08:00:00"
4;pagi;17.9;"2025-06-20 08:00:00"
5;pagi;17.2;"2025-06-20 08:00:00"
6;pagi;18.5;"2025-06-20 08:00:00"
7;pagi;7.6;"2025-06-20 08:00:00"
8;pagi;18.5;"2025-06-20 08:00:00"
9;pagi;0;"2025-06-20 08:00:00"
10;pagi;22.2;"2025-06-20 08:00:00"
1;sore;4.8;"2025-06-20 15:30:00"
2;sore;5;"2025-06-20 15:30:00"
3;sore;5;"2025-06-20 15:30:00"
4;sore;17.6;"2025-06-20 15:30:00"
5;sore;16.1;"2025-06-20 15:30:00"
6;sore;17.4;"2025-06-20 15:30:00"
7;sore;9;"2025-06-20 15:30:00"
8;sore;17.4;"2025-06-20 15:30:00"
9;sore;0;"2025-06-20 15:30:00"
10;sore;20.4;"2025-06-20 15:30:00"
1;pagi;4.8;"2025-06-21 08:00:00"
2;pagi;4.4;"2025-06-21 08:00:00"
3;pagi;4.7;"2025-06-21 08:00:00"
4;pagi;18.1;"2025-06-21 08:00:00"
5;pagi;16.9;"2025-06-21 08:00:00"
6;pagi;18.2;"2025-06-21 08:00:00"
7;pagi;7.6;"2025-06-21 08:00:00"
8;pagi;18.7;"2025-06-21 08:00:00"
9;pagi;0;"2025-06-21 08:00:00"
10;pagi;22.8;"2025-06-21 08:00:00"
1;sore;5.7;"2025-06-21 15:30:00"
2;sore;6;"2025-06-21 15:30:00"
3;sore;6;"2025-06-21 15:30:00"
4;sore;16.5;"2025-06-21 15:30:00"
5;sore;16.8;"2025-06-21 15:30:00"
6;sore;17.2;"2025-06-21 15:30:00"
7;sore;9.5;"2025-06-21 15:30:00"
8;sore;17.4;"2025-06-21 15:30:00"
9;sore;0;"2025-06-21 15:30:00"
10;sore;20.6;"2025-06-21 15:30:00"
1;pagi;4.8;"2025-06-22 08:00:00"
2;pagi;5.1;"2025-06-22 08:00:00"
3;pagi;3.4;"2025-06-22 08:00:00"
4;pagi;18.6;"2025-06-22 08:00:00"
5;pagi;17.9;"2025-06-22 08:00:00"
6;pagi;18.2;"2025-06-22 08:00:00"
7;pagi;7;"2025-06-22 08:00:00"
8;pagi;18.4;"2025-06-22 08:00:00"
9;pagi;0;"2025-06-22 08:00:00"
10;pagi;22.4;"2025-06-22 08:00:00"
1;sore;4.7;"2025-06-22 15:30:00"
2;sore;5.7;"2025-06-22 15:30:00"
3;sore;7;"2025-06-22 15:30:00"
4;sore;16.5;"2025-06-22 15:30:00"
5;sore;16;"2025-06-22 15:30:00"
6;sore;17.4;"2025-06-22 15:30:00"
7;sore;8.3;"2025-06-22 15:30:00"
8;sore;17.1;"2025-06-22 15:30:00"
9;sore;0;"2025-06-22 15:30:00"
10;sore;20.5;"2025-06-22 15:30:00"
1;pagi;4.9;"2025-06-23 08:00:00"
2;pagi;3.3;"2025-06-23 08:00:00"
3;pagi;5;"2025-06-23 08:00:00"
4;pagi;17.5;"2025-06-23 08:00:00"
5;pagi;17.8;"2025-06-23 08:00:00"
6;pagi;18.4;"2025-06-23 08:00:00"
7;pagi;6.9;"2025-06-23 08:00:00"
8;pagi;18.6;"2025-06-23 08:00:00"
9;pagi;0;"2025-06-23 08:00:00"
10;pagi;22.6;"2025-06-23 08:00:00"
1;sore;5.8;"2025-06-23 15:30:00"
2;sore;4.8;"2025-06-23 15:30:00"
3;sore;5.3;"2025-06-23 15:30:00"
4;sore;16.4;"2025-06-23 15:30:00"
5;sore;16.8;"2025-06-23 15:30:00"
6;sore;17.3;"2025-06-23 15:30:00"
7;sore;9.1;"2025-06-23 15:30:00"
8;sore;17.1;"2025-06-23 15:30:00"
9;sore;0;"2025-06-23 15:30:00"
10;sore;20.2;"2025-06-23 15:30:00"
1;pagi;4.2;"2025-06-24 08:00:00"
2;pagi;4.7;"2025-06-24 08:00:00"
3;pagi;5.4;"2025-06-24 08:00:00"
4;pagi;18.2;"2025-06-24 08:00:00"
5;pagi;17.6;"2025-06-24 08:00:00"
6;pagi;18.3;"2025-06-24 08:00:00"
7;pagi;9.1;"2025-06-24 08:00:00"
8;pagi;18.5;"2025-06-24 08:00:00"
9;pagi;0;"2025-06-24 08:00:00"
10;pagi;22.4;"2025-06-24 08:00:00"
1;sore;5.1;"2025-06-24 15:30:00"
2;sore;5.9;"2025-06-24 15:30:00"
3;sore;4.7;"2025-06-24 15:30:00"
4;sore;16.2;"2025-06-24 15:30:00"
5;sore;16.7;"2025-06-24 15:30:00"
6;sore;17.8;"2025-06-24 15:30:00"
7;sore;6.9;"2025-06-24 15:30:00"
8;sore;17.3;"2025-06-24 15:30:00"
9;sore;0;"2025-06-24 15:30:00"
10;sore;20.4;"2025-06-24 15:30:00"
1;pagi;4.5;"2025-06-25 08:00:00"
2;pagi;5.9;"2025-06-25 08:00:00"
3;pagi;4;"2025-06-25 08:00:00"
4;pagi;17.5;"2025-06-25 08:00:00"
5;pagi;17.8;"2025-06-25 08:00:00"
6;pagi;18.2;"2025-06-25 08:00:00"
7;pagi;9;"2025-06-25 08:00:00"
8;pagi;18.3;"2025-06-25 08:00:00"
9;pagi;0;"2025-06-25 08:00:00"
10;pagi;22.3;"2025-06-25 08:00:00"
1;sore;5.5;"2025-06-25 15:30:00"
2;sore;4.1;"2025-06-25 15:30:00"
3;sore;6;"2025-06-25 15:30:00"
4;sore;16.4;"2025-06-25 15:30:00"
5;sore;16.4;"2025-06-25 15:30:00"
6;sore;16.4;"2025-06-25 15:30:00"
7;sore;7.3;"2025-06-25 15:30:00"
8;sore;17;"2025-06-25 15:30:00"
9;sore;0;"2025-06-25 15:30:00"
10;sore;20.7;"2025-06-25 15:30:00"
1;pagi;4.8;"2025-06-26 08:00:00"
2;pagi;5.8;"2025-06-26 08:00:00"
3;pagi;4.3;"2025-06-26 08:00:00"
4;pagi;17.3;"2025-06-26 08:00:00"
5;pagi;17.8;"2025-06-26 08:00:00"
6;pagi;18.1;"2025-06-26 08:00:00"
7;pagi;8.9;"2025-06-26 08:00:00"
8;pagi;18.4;"2025-06-26 08:00:00"
9;pagi;0;"2025-06-26 08:00:00"
10;pagi;23.4;"2025-06-26 08:00:00"
1;sore;4.4;"2025-06-26 15:30:00"
2;sore;5.3;"2025-06-26 15:30:00"
3;sore;6.8;"2025-06-26 15:30:00"
4;sore;16.5;"2025-06-26 15:30:00"
5;sore;16.8;"2025-06-26 15:30:00"
6;sore;16.8;"2025-06-26 15:30:00"
7;sore;9.5;"2025-06-26 15:30:00"
8;sore;16.4;"2025-06-26 15:30:00"
9;sore;0;"2025-06-26 15:30:00"
10;sore;20.6;"2025-06-26 15:30:00"
1;pagi;4.6;"2025-06-27 08:00:00"
2;pagi;4.3;"2025-06-27 08:00:00"
3;pagi;4.9;"2025-06-27 08:00:00"
4;pagi;17.5;"2025-06-27 08:00:00"
5;pagi;17.8;"2025-06-27 08:00:00"
6;pagi;18.8;"2025-06-27 08:00:00"
7;pagi;8.4;"2025-06-27 08:00:00"
8;pagi;18.5;"2025-06-27 08:00:00"
9;pagi;0;"2025-06-27 08:00:00"
10;pagi;23.1;"2025-06-27 08:00:00"
1;sore;4;"2025-06-27 15:30:00"
2;sore;5;"2025-06-27 15:30:00"
3;sore;7.1;"2025-06-27 15:30:00"
4;sore;16.3;"2025-06-27 15:30:00"
5;sore;16.8;"2025-06-27 15:30:00"
6;sore;16.4;"2025-06-27 15:30:00"
7;sore;8.1;"2025-06-27 15:30:00"
8;sore;16.2;"2025-06-27 15:30:00"
9;sore;0;"2025-06-27 15:30:00"
10;sore;20.3;"2025-06-27 15:30:00"
1;pagi;4.2;"2025-06-28 08:00:00"
2;pagi;4.6;"2025-06-28 08:00:00"
3;pagi;5;"2025-06-28 08:00:00"
4;pagi;17.6;"2025-06-28 08:00:00"
5;pagi;17.4;"2025-06-28 08:00:00"
6;pagi;18.4;"2025-06-28 08:00:00"
7;pagi;8.4;"2025-06-28 08:00:00"
8;pagi;18.6;"2025-06-28 08:00:00"
9;pagi;0;"2025-06-28 08:00:00"
10;pagi;22.4;"2025-06-28 08:00:00"
1;sore;5;"2025-06-28 15:30:00"
2;sore;4.3;"2025-06-28 15:30:00"
3;sore;3.9;"2025-06-28 15:30:00"
4;sore;16.5;"2025-06-28 15:30:00"
5;sore;16.8;"2025-06-28 15:30:00"
6;sore;16.3;"2025-06-28 15:30:00"
7;sore;7.5;"2025-06-28 15:30:00"
8;sore;16.3;"2025-06-28 15:30:00"
9;sore;0;"2025-06-28 15:30:00"
10;sore;20.4;"2025-06-28 15:30:00"
1;pagi;4.6;"2025-06-29 08:00:00"
2;pagi;4.5;"2025-06-29 08:00:00"
3;pagi;3.1;"2025-06-29 08:00:00"
4;pagi;17.4;"2025-06-29 08:00:00"
5;pagi;17.3;"2025-06-29 08:00:00"
6;pagi;17.9;"2025-06-29 08:00:00"
7;pagi;7.9;"2025-06-29 08:00:00"
8;pagi;18.4;"2025-06-29 08:00:00"
9;pagi;0;"2025-06-29 08:00:00"
10;pagi;22.5;"2025-06-29 08:00:00"
1;sore;3;"2025-06-29 15:30:00"
2;sore;4.4;"2025-06-29 15:30:00"
3;sore;6.3;"2025-06-29 15:30:00"
4;sore;16.5;"2025-06-29 15:30:00"
5;sore;16.7;"2025-06-29 15:30:00"
6;sore;16.6;"2025-06-29 15:30:00"
7;sore;8.7;"2025-06-29 15:30:00"
8;sore;16.7;"2025-06-29 15:30:00"
9;sore;0;"2025-06-29 15:30:00"
10;sore;20.1;"2025-06-29 15:30:00"
1;pagi;4.7;"2025-06-30 08:00:00"
2;pagi;5.4;"2025-06-30 08:00:00"
3;pagi;4.1;"2025-06-30 08:00:00"
4;pagi;18.4;"2025-06-30 08:00:00"
5;pagi;17.6;"2025-06-30 08:00:00"
6;pagi;17.8;"2025-06-30 08:00:00"
7;pagi;7.3;"2025-06-30 08:00:00"
8;pagi;18.2;"2025-06-30 08:00:00"
9;pagi;0;"2025-06-30 08:00:00"
10;pagi;22.9;"2025-06-30 08:00:00"
1;sore;6;"2025-06-30 15:30:00"
2;sore;5.4;"2025-06-30 15:30:00"
3;sore;5.9;"2025-06-30 15:30:00"
4;sore;16.8;"2025-06-30 15:30:00"
5;sore;16.8;"2025-06-30 15:30:00"
6;sore;16.5;"2025-06-30 15:30:00"
7;sore;6.9;"2025-06-30 15:30:00"
8;sore;16.8;"2025-06-30 15:30:00"
9;sore;0;"2025-06-30 15:30:00"
10;sore;19.9;"2025-06-30 15:30:00"
1;pagi;4;"2025-07-01 08:00:00"
2;pagi;4.8;"2025-07-01 08:00:00"
3;pagi;5.2;"2025-07-01 08:00:00"
4;pagi;7.6;"2025-07-01 08:00:00"
5;pagi;17.9;"2025-07-01 08:00:00"
6;pagi;27.2;"2025-07-01 08:00:00"
7;pagi;6.3;"2025-07-01 08:00:00"
